Timestamp,DeviceName,FileName
1/16/2026 18:25,jinks-server-fi,powershell.exe
1/16/2026 18:25,jinks-server-fi,conhost.exe
1/16/2026 18:25,jinks-server-fi,manage-bde.exe
1/16/2026 18:25,jinks-server-fi,conhost.exe
1/16/2026 18:25,jinks-server-fi,netsh.exe
1/16/2026 18:25,jinks-server-fi,cmd.exe
1/16/2026 18:25,jinks-server-fi,netsh.exe
1/16/2026 18:25,jinks-server-fi,conhost.exe
1/16/2026 18:25,jinks-server-fi,svchost.exe
1/16/2026 18:25,jinks-server-fi,powershell.exe
1/16/2026 18:25,jinks-server-fi,conhost.exe
1/16/2026 18:24,jinks-server-fi,msfeedssync.exe
1/16/2026 18:24,logn-pacific-dc,cmd.exe
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,openssl
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dash
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,cut
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,journalctl
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dash
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,wdavdaemonclient
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dash
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,wdavdaemonclient
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dash
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,date
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,wdavdaemonclient
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,sed
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,sed
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,wdavdaemonclient
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,sed
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,sed
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,wdavdaemonclient
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,sed
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,sed
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,wdavdaemonclient
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,sed
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,sed
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,wdavdaemonclient
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,tail
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,wdavdaemonclient
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dpkg-query
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,grep
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,grep
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dpkg
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dpkg-query
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,grep
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dpkg
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,tail
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,snap
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dash
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,dash
1/16/2026 18:24,linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net,apt
